Text,POS,Dep,IsSent,parNum,NNRExtracts,Polarity,Sent
The hon. Member must be aware that both my right hon. Friend and I fully realise the problems facing ratepayers in Scotland  as shown in the action that we took this year in increasing domestic rate relief eightfold  from Ãƒâ€šÃ‚Â£14 million to Ãƒâ€šÃ‚Â£102 million.,"TheDT hon.NNP MemberNNP mustMD beVB awareJJ thatIN bothCC myPRP$ rightJJ hon.NNP FriendNN andCC IPRP fullyRB realiseVBP theDT problemsNNS facingVBG ratepayersNNS inIN ScotlandNNP ,, asIN shownVBN inIN theDT actionNN thatIN wePRP tookVBD thisDT yearNN inIN increasingVBG domesticJJ rateNN reliefNN eightfoldRB ,, fromIN ÂNNP ## 14CD millionCD toTO ÂNNP ## 102CD millionCD ..","root(ROOT-0, aware-6) det(Member-3, The-1) compound(Member-3, hon.-2) nsubj(aware-6, Member-3) aux(aware-6, must-4) cop(aware-6, be-5) mark(realise-16, that-7) cc:preconj(Friend-12, both-8) nmod:poss(Friend-12, my-9) amod(Friend-12, right-10) compound(Friend-12, hon.-11) nsubj(realise-16, Friend-12) cc(Friend-12, and-13) conj:and(Friend-12, I-14) nsubj(realise-16, I-14) advmod(realise-16, fully-15) ccomp(aware-6, realise-16) det(problems-18, the-17) dobj(realise-16, problems-18) acl(problems-18, facing-19) dobj(facing-19, ratepayers-20) case(Scotland-22, in-21) nmod:in(facing-19, Scotland-22) punct(realise-16, ,-23) mark(shown-25, as-24) advcl(realise-16, shown-25) case(action-28, in-26) det(action-28, the-27) nmod:in(shown-25, action-28) mark(took-31, that-29) nsubj(took-31, we-30) ccomp(shown-25, took-31) det(year-33, this-32) nmod:tmod(took-31, year-33) mark(increasing-35, in-34) advcl(took-31, increasing-35) amod(relief-38, domestic-36) compound(relief-38, rate-37) dobj(increasing-35, relief-38) advmod(increasing-35, eightfold-39) punct(realise-16, ,-40) case(Ã‚-42, from-41) nmod:from(realise-16, Ã‚-42) compound(million-45, #-43) compound(million-45, 14-44) nummod(Ã‚-42, million-45) case(Ã‚-47, to-46) nmod:to(Ã‚-42, Ã‚-47) compound(million-50, #-48) compound(million-50, 102-49) nummod(Ã‚-47, million-50) punct(aware-6, .-51)",0,4,"[Friend, and, fully, problems, Ã‚, aware, I, shown, Member, my, ROOT, realise]",0,2
We also gave 555 relief to the domestic and commercial ratepayers who had valuations over three times.,WePRP alsoRB gaveVBD 555CD reliefNN toTO theDT domesticJJ andCC commercialJJ ratepayersNNS whoWP hadVBD valuationsNNS overIN threeCD timesNNS ..,"root(ROOT-0, gave-3) nsubj(gave-3, We-1) advmod(gave-3, also-2) nummod(relief-5, 555-4) dobj(gave-3, relief-5) case(ratepayers-11, to-6) det(ratepayers-11, the-7) amod(ratepayers-11, domestic-8) cc(domestic-8, and-9) conj:and(domestic-8, commercial-10) amod(ratepayers-11, commercial-10) nmod:to(gave-3, ratepayers-11) nsubj(had-13, who-12) acl:relcl(ratepayers-11, had-13) dobj(had-13, valuations-14) case(times-17, over-15) nummod(times-17, three-16) nmod:over(had-13, times-17) punct(gave-3, .-18)",0,4,[ ],0,2
That is an indication of our concern.,ThatDT isVBZ anDT indicationNN ofIN ourPRP$ concernNN ..,"root(ROOT-0, indication-4) nsubj(indication-4, That-1) cop(indication-4, is-2) det(indication-4, an-3) case(concern-7, of-5) nmod:poss(concern-7, our-6) nmod:of(indication-4, concern-7) punct(indication-4, .-8)",0,4,[ ],0,2
We shall have to consider  in the light of all the circumstances arising out of the rate support grant settlement  the level of future help to be given in these areas.,"WePRP shallMD haveVB toTO considerVB ,, inIN theDT lightNN ofIN allPDT theDT circumstancesNNS arisingVBG outIN ofIN theDT rateNN supportNN grantNN settlementNN ,, theDT levelNN ofIN futureJJ helpNN toTO beVB givenVBN inIN theseDT areasNNS ..","root(ROOT-0, have-3) nsubj(have-3, We-1) aux(have-3, shall-2) mark(consider-5, to-4) xcomp(have-3, consider-5) punct(consider-5, ,-6) case(light-9, in-7) det(light-9, the-8) nmod:in(consider-5, light-9) case(circumstances-13, of-10) det:predet(circumstances-13, all-11) det(circumstances-13, the-12) nmod:of(light-9, circumstances-13) acl(circumstances-13, arising-14) case(settlement-21, out-15) mwe(out-15, of-16) det(settlement-21, the-17) compound(settlement-21, rate-18) compound(settlement-21, support-19) compound(settlement-21, grant-20) nmod:out_of(arising-14, settlement-21) punct(consider-5, ,-22) det(level-24, the-23) dobj(consider-5, level-24) case(help-27, of-25) amod(help-27, future-26) nmod:of(level-24, help-27) mark(given-30, to-28) auxpass(given-30, be-29) acl(help-27, given-30) case(areas-33, in-31) det(areas-33, these-32) nmod:in(given-30, areas-33) punct(have-3, .-34)",0,4,[ ],0,1
Will my hon. Friend bear carefully in mind the substantial benefit that came to people through the revaluation rebate scheme  notwithstanding what may have been said by Opposition Members?,"WillMD myPRP$ hon.NNP FriendNN bearNN carefullyRB inIN mindNN theDT substantialJJ benefitNN thatWDT cameVBD toTO peopleNNS throughIN theDT revaluationNN rebateNN schemeNN ,, notwithstandingIN whatWP mayMD haveVB beenVBN saidVBN byIN OppositionNNP MembersNNP ?.","root(ROOT-0, Will-1) nmod:poss(bear-5, my-2) compound(bear-5, hon.-3) compound(bear-5, Friend-4) dobj(Will-1, bear-5) advmod(mind-8, carefully-6) case(mind-8, in-7) nmod:in(Will-1, mind-8) det(benefit-11, the-9) amod(benefit-11, substantial-10) dep(mind-8, benefit-11) nsubj(came-13, that-12) acl:relcl(benefit-11, came-13) case(people-15, to-14) nmod:to(came-13, people-15) case(scheme-20, through-16) det(scheme-20, the-17) compound(scheme-20, revaluation-18) compound(scheme-20, rebate-19) nmod:through(came-13, scheme-20) punct(benefit-11, ,-21) mark(said-27, notwithstanding-22) nsubjpass(said-27, what-23) aux(said-27, may-24) aux(said-27, have-25) auxpass(said-27, been-26) acl(benefit-11, said-27) case(Members-30, by-28) compound(Members-30, Opposition-29) nmod:agent(said-27, Members-30) punct(Will-1, ?-31)",0,5,"[Members, bear, my, Will, said]",0,1
Will he and his ministerial colleagues do all in their power to ensure that the scheme is retained until such time as we have rate reform in place?,WillMD hePRP andCC hisPRP$ ministerialJJ colleaguesNNS doVBP allDT inIN theirPRP$ powerNN toTO ensureVB thatIN theDT schemeNN isVBZ retainedVBN untilIN suchJJ timeNN asIN wePRP haveVBP rateNN reformNN inIN placeNN ?.,"root(ROOT-0, do-7) aux(do-7, Will-1) nsubj(do-7, he-2) cc(he-2, and-3) nmod:poss(colleagues-6, his-4) amod(colleagues-6, ministerial-5) conj:and(he-2, colleagues-6) nsubj(do-7, colleagues-6) dobj(do-7, all-8) case(power-11, in-9) nmod:poss(power-11, their-10) nmod:in(do-7, power-11) mark(ensure-13, to-12) acl(power-11, ensure-13) mark(retained-18, that-14) det(scheme-16, the-15) nsubjpass(retained-18, scheme-16) auxpass(retained-18, is-17) ccomp(ensure-13, retained-18) case(time-21, until-19) amod(time-21, such-20) nmod:until(retained-18, time-21) mark(have-24, as-22) nsubj(have-24, we-23) dep(time-21, have-24) compound(reform-26, rate-25) dobj(have-24, reform-26) case(place-28, in-27) nmod:in(have-24, place-28) punct(do-7, ?-29)",0,5,"[colleagues, power, ministerial, all, he, ROOT, and, his, do]",0,1
I am grateful to my hon. Friend  because I have found that the scheme that we introduced was warmly welcomed by ratepayers across Scotland  hard hit by revaluation more warmly welcomed than it was by hon. Members on the Opposition Benches  particularly those in the Liberal party and the SDP.,"IPRP amVBP gratefulJJ toTO myPRP$ hon.NNP FriendNN ,, becauseIN IPRP haveVBP foundVBN thatIN theDT schemeNN thatIN wePRP introducedVBD wasVBD warmlyRB welcomedVBN byIN ratepayersNNS acrossIN ScotlandNNP ,, hardRB hitVBN byIN revaluationâNN $$ '''' moreRBR warmlyRB welcomedVBN thanIN itPRP wasVBD byIN hon.NNP MembersNNP onIN theDT OppositionNNP BenchesNNPS ,, particularlyRB thoseDT inIN theDT LiberalJJ partyNN andCC theDT SDPNN ..","root(ROOT-0, grateful-3) nsubj(grateful-3, I-1) cop(grateful-3, am-2) case(Friend-7, to-4) nmod:poss(Friend-7, my-5) compound(Friend-7, hon.-6) nmod:to(grateful-3, Friend-7) punct(grateful-3, ,-8) mark(found-12, because-9) nsubj(found-12, I-10) aux(found-12, have-11) advcl(grateful-3, found-12) mark(welcomed-21, that-13) det(scheme-15, the-14) nsubjpass(welcomed-21, scheme-15) dobj(introduced-18, that-16) nsubj(introduced-18, we-17) acl:relcl(scheme-15, introduced-18) auxpass(welcomed-21, was-19) advmod(welcomed-21, warmly-20) ccomp(found-12, welcomed-21) case(ratepayers-23, by-22) nmod:agent(welcomed-21, ratepayers-23) case(Scotland-25, across-24) nmod:across(ratepayers-23, Scotland-25) punct(welcomed-21, ,-26) advmod(hit-28, hard-27) dep(welcomed-21, hit-28) case($-31, by-29) compound($-31, revaluationÃ¢-30) nmod:by(hit-28, $-31) punct($-31, ''-32) advmod(warmly-34, more-33) advmod(welcomed-35, warmly-34) dep(hit-28, welcomed-35) mark(Members-41, than-36) nsubj(Members-41, it-37) cop(Members-41, was-38) case(Members-41, by-39) compound(Members-41, hon.-40) advcl(welcomed-35, Members-41) case(Benches-45, on-42) det(Benches-45, the-43) compound(Benches-45, Opposition-44) nmod:on(Members-41, Benches-45) punct(Members-41, ,-46) advmod(those-48, particularly-47) appos(Members-41, those-48) case(party-52, in-49) det(party-52, the-50) amod(party-52, Liberal-51) nmod:in(those-48, party-52) cc(party-52, and-53) det(SDP-55, the-54) nmod:in(those-48, SDP-55) conj:and(party-52, SDP-55) punct(grateful-3, .-56)",1,6,"[Benches, Friend, I, Members, found, ROOT, my, grateful]",2,1
At the same time  it is worth remembering that the best protection for ratepayers in Scotland lies in local authorities keeping expenditure down.,"AtIN theDT sameJJ timeNN ,, itPRP isVBZ worthJJ rememberingVBG thatIN theDT bestJJS protectionNN forIN ratepayersNNS inIN ScotlandNNP liesVBZ inIN localJJ authoritiesNNS keepingVBG expenditureNN downRB ..","root(ROOT-0, worth-8) case(time-4, At-1) det(time-4, the-2) amod(time-4, same-3) nmod:at(worth-8, time-4) punct(worth-8, ,-5) nsubj(worth-8, it-6) cop(worth-8, is-7) xcomp(worth-8, remembering-9) mark(lies-18, that-10) det(protection-13, the-11) amod(protection-13, best-12) nsubj(lies-18, protection-13) case(ratepayers-15, for-14) nmod:for(protection-13, ratepayers-15) case(Scotland-17, in-16) nmod:in(ratepayers-15, Scotland-17) ccomp(remembering-9, lies-18) case(authorities-21, in-19) amod(authorities-21, local-20) nmod:in(lies-18, authorities-21) acl(authorities-21, keeping-22) dobj(keeping-22, expenditure-23) advmod(keeping-22, down-24) punct(worth-8, .-25)",0,6,[ ],0,1
Is the Minister aware that there is already considerable anger among the ratepayers in Scotland that the full Ã‚Â£50 million promised by the Secretary of State was not forthcoming  and that that anger will be as nothing compared to the anger among ratepayers when bills come through the postbox next year if no rate relief is given?,"IsVBZ theDT MinisterNNP awareJJ thatIN thereEX isVBZ alreadyRB considerableJJ angerNN amongIN theDT ratepayersNNS inIN ScotlandNNP thatIN theDT fullJJ ÂNN ## 50CD millionCD promisedVBN byIN theDT SecretaryNNP ofIN StateNNP wasVBD notRB forthcomingJJ ,, andCC thatIN thatDT angerNN willMD beVB asIN nothingNN comparedVBN toTO theDT angerNN amongIN ratepayersNNS whenWRB billsNNS comeVBP throughIN theDT postboxNN nextJJ yearNN ifIN noDT rateNN reliefNN isVBZ givenVBN ?.","root(ROOT-0, aware-4) cop(aware-4, Is-1) det(Minister-3, the-2) nsubj(aware-4, Minister-3) mark(is-7, that-5) expl(is-7, there-6) ccomp(aware-4, is-7) advmod(anger-10, already-8) amod(anger-10, considerable-9) nsubj(is-7, anger-10) case(ratepayers-13, among-11) det(ratepayers-13, the-12) nmod:among(is-7, ratepayers-13) case(Scotland-15, in-14) nmod:in(ratepayers-13, Scotland-15) mark(forthcoming-31, that-16) det(Ã‚-19, the-17) amod(Ã‚-19, full-18) nsubj(forthcoming-31, Ã‚-19) compound(million-22, #-20) compound(million-22, 50-21) nummod(promised-23, million-22) acl(Ã‚-19, promised-23) case(Secretary-26, by-24) det(Secretary-26, the-25) nmod:by(promised-23, Secretary-26) case(State-28, of-27) nmod:of(Secretary-26, State-28) cop(forthcoming-31, was-29) neg(forthcoming-31, not-30) dep(ratepayers-13, forthcoming-31) punct(aware-4, ,-32) cc(aware-4, and-33) mark(nothing-40, that-34) det(anger-36, that-35) nsubj(nothing-40, anger-36) aux(nothing-40, will-37) cop(nothing-40, be-38) case(nothing-40, as-39) conj:and(aware-4, nothing-40) case(anger-44, compared-41) mwe(compared-41, to-42) det(anger-44, the-43) advcl(nothing-40, anger-44) case(ratepayers-46, among-45) nmod:among(anger-44, ratepayers-46) advmod(come-49, when-47) nsubj(come-49, bills-48) acl:relcl(anger-44, come-49) case(postbox-52, through-50) det(postbox-52, the-51) nmod:through(come-49, postbox-52) amod(year-54, next-53) nmod:tmod(come-49, year-54) mark(given-60, if-55) neg(relief-58, no-56) compound(relief-58, rate-57) nsubjpass(given-60, relief-58) auxpass(given-60, is-59) advcl(come-49, given-60) punct(aware-4, ?-61)",1,7,"[million, Secretary, and, is, aware, promised, State, Ã‚, Minister, ROOT]",2,2
If there is no new money forthcoming  how will he and his right hon. Friend explain this humiliating defeat in Cabinet to the Scottish conference and to the electors in next year's regional elections?,"IfIN thereEX isVBZ noDT newJJ moneyNN forthcomingJJ ,, howWRB willMD hePRP andCC hisPRP$ rightJJ hon.NNP FriendNN explainVB thisDT humiliatingJJ defeatNN inIN CabinetNNP toTO theDT ScottishJJ conferenceNN andCC toTO theDT electorsNNS inIN nextJJ yearNN 'sPOS regionalJJ electionsNNS ?.","root(ROOT-0, explain-17) mark(is-3, If-1) expl(is-3, there-2) advcl(explain-17, is-3) neg(money-6, no-4) amod(money-6, new-5) nsubj(is-3, money-6) amod(money-6, forthcoming-7) punct(explain-17, ,-8) advmod(explain-17, how-9) aux(explain-17, will-10) nsubj(explain-17, he-11) cc(he-11, and-12) nmod:poss(Friend-16, his-13) amod(Friend-16, right-14) compound(Friend-16, hon.-15) conj:and(he-11, Friend-16) nsubj(explain-17, Friend-16) det(defeat-20, this-18) amod(defeat-20, humiliating-19) dobj(explain-17, defeat-20) dobj(explain-17, defeat-20'') conj:and(defeat-20, defeat-20'') case(Cabinet-22, in-21) nmod:in(defeat-20, Cabinet-22) case(conference-26, to-23) det(conference-26, the-24) amod(conference-26, Scottish-25) nmod:to(defeat-20, conference-26) cc(defeat-20, and-27) case(electors-30, to-28) det(electors-30, the-29) nmod:to(defeat-20'', electors-30) case(elections-36, in-31) amod(year-33, next-32) nmod:poss(elections-36, year-33) case(year-33, 's-34) amod(elections-36, regional-35) nmod:in(electors-30, elections-36) punct(explain-17, ?-37)",1,7,"[defeat, and, Friend, is, he, how, explain, defeat, his, right, ROOT]",2,2
May I take this opportunity to congratulate the hon. Member on his first appearance at the Opposition Dispatch Box  and say that on the Government side  at least  we look forward with relish to his future contributions from that position.,"MayNNP IPRP takeVBP thisDT opportunityNN toTO congratulateVB theDT hon.NNP MemberNNP onIN hisPRP$ firstJJ appearanceNN atIN theDT OppositionNNP DispatchNNP BoxNNP ,, andCC sayVBP thatIN onIN theDT GovernmentNNP sideNN ,, atIN leastJJS ,, wePRP lookVBP forwardRB withIN relishNN toTO hisPRP$ futureJJ contributionsNNS fromIN thatDT positionNN ..","root(ROOT-0, take-3) nmod:tmod(take-3, May-1) nsubj(take-3, I-2) nsubj(say-22, I-2) det(opportunity-5, this-4) dobj(take-3, opportunity-5) mark(congratulate-7, to-6) advcl(take-3, congratulate-7) det(Member-10, the-8) compound(Member-10, hon.-9) dobj(congratulate-7, Member-10) case(appearance-14, on-11) nmod:poss(appearance-14, his-12) amod(appearance-14, first-13) nmod:on(congratulate-7, appearance-14) case(Box-19, at-15) det(Box-19, the-16) compound(Box-19, Opposition-17) compound(Box-19, Dispatch-18) nmod:at(appearance-14, Box-19) punct(take-3, ,-20) cc(take-3, and-21) conj:and(take-3, say-22) mark(look-33, that-23) case(side-27, on-24) det(side-27, the-25) compound(side-27, Government-26) nmod:on(look-33, side-27) punct(look-33, ,-28) case(least-30, at-29) nmod:at(look-33, least-30) punct(look-33, ,-31) nsubj(look-33, we-32) ccomp(say-22, look-33) advmod(look-33, forward-34) case(relish-36, with-35) nmod:with(look-33, relish-36) case(contributions-40, to-37) nmod:poss(contributions-40, his-38) amod(contributions-40, future-39) nmod:to(look-33, contributions-40) case(position-43, from-41) det(position-43, that-42) nmod:from(contributions-40, position-43) punct(take-3, .-44)",0,8,"[his, congratulate, Box, contributions, Member, take, side, position, first, his, look, appearance, future]",0,1
I listened to what the hon. Member had to say and I hope that  as he is so concerned about the interests of ratepayers and the anger that they will undoubtedly show if rate bills go up next year  he will press those local authorities that are controlled by the Labour party to keep their expenditure down and to keep rates down accordingly.,"IPRP listenedVBD toTO whatWP theDT hon.NNP MemberNNP hadVBD toTO sayVB andCC IPRP hopeVBP thatIN ,, asIN hePRP isVBZ soRB concernedJJ aboutIN theDT interestsNNS ofIN ratepayersNNS andCC theDT angerNN thatIN theyPRP willMD undoubtedlyRB showVB ifIN rateNN billsNNS goVBP upRP nextJJ yearNN ,, hePRP willMD pressVB thoseDT localJJ authoritiesNNS thatWDT areVBP controlledVBN byIN theDT LabourNNP partyNN toTO keepVB theirPRP$ expenditureNN downRB andCC toTO keepVB ratesNNS downRB accordinglyRB ..","root(ROOT-0, listened-2) nsubj(listened-2, I-1) mark(had-8, to-3) dobj(had-8, what-4) det(Member-7, the-5) compound(Member-7, hon.-6) nsubj(had-8, Member-7) advcl(listened-2, had-8) mark(say-10, to-9) xcomp(had-8, say-10) cc(had-8, and-11) nsubj(hope-13, I-12) advcl(listened-2, hope-13) conj:and(had-8, hope-13) mark(press-44, that-14) punct(press-44, ,-15) mark(concerned-20, as-16) nsubj(concerned-20, he-17) cop(concerned-20, is-18) advmod(concerned-20, so-19) advcl(press-44, concerned-20) case(interests-23, about-21) det(interests-23, the-22) nmod:about(concerned-20, interests-23) case(ratepayers-25, of-24) nmod:of(interests-23, ratepayers-25) cc(interests-23, and-26) det(anger-28, the-27) nmod:about(concerned-20, anger-28) conj:and(interests-23, anger-28) mark(show-33, that-29) nsubj(show-33, they-30) aux(show-33, will-31) advmod(show-33, undoubtedly-32) ccomp(anger-28, show-33) mark(go-37, if-34) compound(bills-36, rate-35) nsubj(go-37, bills-36) advcl(show-33, go-37) compound:prt(go-37, up-38) amod(year-40, next-39) nmod:tmod(go-37, year-40) punct(press-44, ,-41) nsubj(press-44, he-42) aux(press-44, will-43) ccomp(hope-13, press-44) det(authorities-47, those-45) amod(authorities-47, local-46) dobj(press-44, authorities-47) nsubjpass(controlled-50, that-48) auxpass(controlled-50, are-49) acl:relcl(authorities-47, controlled-50) case(party-54, by-51) det(party-54, the-52) compound(party-54, Labour-53) nmod:agent(controlled-50, party-54) mark(keep-56, to-55) xcomp(controlled-50, keep-56) nmod:poss(expenditure-58, their-57) dobj(keep-56, expenditure-58) advmod(keep-56, down-59) cc(keep-56, and-60) mark(keep-62, to-61) xcomp(controlled-50, keep-62) conj:and(keep-56, keep-62) dobj(keep-62, rates-63) advmod(accordingly-65, down-64) advmod(keep-62, accordingly-65) punct(listened-2, .-66)",1,8,"[party, interests, had, he, hope, controlled, and, authorities, anger, concerned, so, listened, what, Member, press, say, he]",2,2
Will my hon. Friend reconsider the rebates?,WillMD myPRP$ hon.NNP FriendNN reconsiderVB theDT rebatesNNS ?.,"root(ROOT-0, reconsider-5) aux(reconsider-5, Will-1) nmod:poss(Friend-4, my-2) compound(Friend-4, hon.-3) nsubj(reconsider-5, Friend-4) det(rebates-7, the-6) dobj(reconsider-5, rebates-7) punct(reconsider-5, ?-8)",0,9,[ ],0,2
A rebate that does not remove the difficulties of the domestic or commercial ratepayer having his principal bill of the year multiplied by a factor of 10 times inflation is not a service to the domestic or commercial ratepayer.,ADT rebateNN thatWDT doesVBZ notRB removeVB theDT difficultiesNNS ofIN theDT domesticJJ orCC commercialJJ ratepayerNN havingVBG hisPRP$ principalJJ billNN ofIN theDT yearNN multipliedVBN byIN aDT factorNN ofIN 10CD timesNNS inflationNN isVBZ notRB aDT serviceNN toTO theDT domesticJJ orCC commercialJJ ratepayerNN ..,"root(ROOT-0, service-33) det(rebate-2, A-1) nsubj(service-33, rebate-2) nsubj(remove-6, that-3) aux(remove-6, does-4) neg(remove-6, not-5) acl:relcl(rebate-2, remove-6) det(difficulties-8, the-7) dobj(remove-6, difficulties-8) case(ratepayer-14, of-9) det(ratepayer-14, the-10) amod(ratepayer-14, domestic-11) cc(domestic-11, or-12) conj:or(domestic-11, commercial-13) amod(ratepayer-14, commercial-13) nmod:of(difficulties-8, ratepayer-14) xcomp(remove-6, having-15) nmod:poss(bill-18, his-16) amod(bill-18, principal-17) dobj(having-15, bill-18) case(year-21, of-19) det(year-21, the-20) nmod:of(bill-18, year-21) acl(year-21, multiplied-22) case(factor-25, by-23) det(factor-25, a-24) nmod:by(multiplied-22, factor-25) case(inflation-29, of-26) compound(times-28, 10-27) nummod(inflation-29, times-28) nmod:of(factor-25, inflation-29) cop(service-33, is-30) neg(service-33, not-31) det(service-33, a-32) case(ratepayer-39, to-34) det(ratepayer-39, the-35) amod(ratepayer-39, domestic-36) cc(domestic-36, or-37) conj:or(domestic-36, commercial-38) amod(ratepayer-39, commercial-38) nmod:to(service-33, ratepayer-39) punct(service-33, .-40)",0,9,"[bill, his, having, year, principal]",0,2
Unless the factor is realistic  it will have no political or economic effect.,"UnlessIN theDT factorNN isVBZ realisticJJ ,, itPRP willMD haveVB noDT politicalJJ orCC economicJJ effectNN ..","root(ROOT-0, have-9) mark(realistic-5, Unless-1) det(factor-3, the-2) nsubj(realistic-5, factor-3) cop(realistic-5, is-4) advcl(have-9, realistic-5) punct(have-9, ,-6) nsubj(have-9, it-7) aux(have-9, will-8) neg(effect-14, no-10) amod(effect-14, political-11) cc(political-11, or-12) conj:or(political-11, economic-13) amod(effect-14, economic-13) dobj(have-9, effect-14) punct(have-9, .-15)",0,9,[ ],0,1
My hon. and learned Friend and I have discussed this matter previously.,MyPRP$ hon.NN andCC learnedVBD FriendNN andCC IPRP haveVBP discussedVBN thisDT matterNN previouslyRB ..,"root(ROOT-0, discussed-9) nmod:poss(hon.-2, My-1) nsubj(discussed-9, hon.-2) cc(hon.-2, and-3) conj:and(hon.-2, learned-4) nsubj(discussed-9, learned-4) dobj(learned-4, Friend-5) cc(hon.-2, and-6) conj:and(hon.-2, I-7) nsubj(discussed-9, I-7) aux(discussed-9, have-8) det(matter-11, this-10) dobj(discussed-9, matter-11) advmod(discussed-9, previously-12) punct(discussed-9, .-13)",0,10,"[Friend, learned, discussed]",0,2
The decision to set the eligibility factor at a multiplying factor of three times was taken after very careful consideration of the proper measure of relief required to be given.,TheDT decisionNN toTO setVB theDT eligibilityNN factorNN atIN aDT multiplyingVBG factorNN ofIN threeCD timesNNS wasVBD takenVBN afterIN veryRB carefulJJ considerationNN ofIN theDT properJJ measureNN ofIN reliefNN requiredVBN toTO beVB givenVBN ..,"root(ROOT-0, taken-16) det(decision-2, The-1) nsubjpass(taken-16, decision-2) mark(set-4, to-3) acl(decision-2, set-4) det(factor-7, the-5) compound(factor-7, eligibility-6) dobj(set-4, factor-7) case(factor-11, at-8) det(factor-11, a-9) amod(factor-11, multiplying-10) nmod:at(set-4, factor-11) case(times-14, of-12) nummod(times-14, three-13) nmod:of(factor-11, times-14) auxpass(taken-16, was-15) case(consideration-20, after-17) advmod(careful-19, very-18) amod(consideration-20, careful-19) nmod:after(taken-16, consideration-20) case(measure-24, of-21) det(measure-24, the-22) amod(measure-24, proper-23) nmod:of(consideration-20, measure-24) case(relief-26, of-25) nmod:of(measure-24, relief-26) acl(measure-24, required-27) mark(given-30, to-28) auxpass(given-30, be-29) xcomp(required-27, given-30) punct(taken-16, .-31)",0,10,[ ],0,1
I believe that my hon. and learned Friend's constituents have benefited from this.,IPRP believeVBP thatIN myPRP$ hon.NN andCC learnedVBD FriendNN 'sPOS constituentsNNS haveVBP benefitedVBN fromIN thisDT ..,"root(ROOT-0, believe-2) nsubj(believe-2, I-1) mark(benefited-12, that-3) nmod:poss(hon.-5, my-4) nsubj(benefited-12, hon.-5) cc(hon.-5, and-6) conj:and(hon.-5, learned-7) nsubj(benefited-12, learned-7) nmod:poss(constituents-10, Friend-8) case(Friend-8, 's-9) dobj(learned-7, constituents-10) aux(benefited-12, have-11) ccomp(believe-2, benefited-12) case(this-14, from-13) nmod:from(benefited-12, this-14) punct(believe-2, .-15)",0,10,"[learned, constituents, Friend]",0,2
I am sure they will let him know whether they wish a scheme of this sort to continue.,IPRP amVBP sureJJ theyPRP willMD letVB himPRP knowVB whetherIN theyPRP wishVBP aDT schemeNN ofIN thisDT sortNN toTO continueVB ..,"root(ROOT-0, sure-3) nsubj(sure-3, I-1) cop(sure-3, am-2) nsubj(let-6, they-4) aux(let-6, will-5) ccomp(sure-3, let-6) nsubj(know-8, him-7) ccomp(let-6, know-8) mark(wish-11, whether-9) nsubj(wish-11, they-10) ccomp(know-8, wish-11) det(scheme-13, a-12) dobj(wish-11, scheme-13) case(sort-16, of-14) det(sort-16, this-15) nmod:of(scheme-13, sort-16) mark(continue-18, to-17) acl(scheme-13, continue-18) punct(sure-3, .-19)",0,10,[ ],0,2
asked the Secretary of State for Transport if he will make a statement on his assessment of the effect of the Greater London council lorry ban which came into operation on 31 January.,askedVBD theDT SecretaryNNP ofIN StateNNP forIN TransportNNP ifIN hePRP willMD makeVB aDT statementNN onIN hisPRP$ assessmentNN ofIN theDT effectNN ofIN theDT GreaterNNP LondonNNP councilNN lorryNN banNN whichWDT cameVBD intoIN operationNN onIN 31CD JanuaryNNP ..,"root(ROOT-0, asked-1) det(Secretary-3, the-2) dobj(asked-1, Secretary-3) case(State-5, of-4) nmod:of(Secretary-3, State-5) case(Transport-7, for-6) nmod:for(asked-1, Transport-7) mark(make-11, if-8) nsubj(make-11, he-9) aux(make-11, will-10) advcl(asked-1, make-11) det(statement-13, a-12) dobj(make-11, statement-13) case(assessment-16, on-14) nmod:poss(assessment-16, his-15) nmod:on(statement-13, assessment-16) case(effect-19, of-17) det(effect-19, the-18) nmod:of(assessment-16, effect-19) case(ban-26, of-20) det(ban-26, the-21) compound(ban-26, Greater-22) compound(ban-26, London-23) compound(ban-26, council-24) compound(ban-26, lorry-25) nmod:of(effect-19, ban-26) nsubj(came-28, which-27) acl:relcl(ban-26, came-28) case(operation-30, into-29) nmod:into(came-28, operation-30) case(January-33, on-31) nummod(January-33, 31-32) nmod:on(came-28, January-33) punct(asked-1, .-34)",0,1,"[Transport, State, assessment, his, he, Secretary, ROOT, asked, make, effect, statement]",0,2
I am not aware of any beneficial effects so far for Londoners in return for the considerable sums the exercise has cost.,IPRP amVBP notRB awareJJ ofIN anyDT beneficialJJ effectsNNS soRB farRB forIN LondonersNNS inIN returnNN forIN theDT considerableJJ sumsNNS theDT exerciseNN hasVBZ costVBN ..,"root(ROOT-0, aware-4) nsubj(aware-4, I-1) cop(aware-4, am-2) neg(aware-4, not-3) case(effects-8, of-5) det(effects-8, any-6) amod(effects-8, beneficial-7) nmod:of(aware-4, effects-8) advmod(far-10, so-9) advmod(effects-8, far-10) case(Londoners-12, for-11) nmod:for(far-10, Londoners-12) case(return-14, in-13) nmod:in(Londoners-12, return-14) case(sums-18, for-15) det(sums-18, the-16) amod(sums-18, considerable-17) nmod:for(return-14, sums-18) det(exercise-20, the-19) nsubj(cost-22, exercise-20) aux(cost-22, has-21) acl:relcl(sums-18, cost-22) punct(aware-4, .-23)",0,2,[ ],0,2
